ID,Site ID,Indoor/Outdoor
2647,CM0334,Indoor
2646,CM0226,Indoor
2645,CM0411,Indoor
2644,CM0409,Indoor
2643,CM0269,Indoor
2642,CM0165,Indoor
2641,CM1190,Outdoor
2640,CM0056,Indoor
2639,CM0087,Indoor
2638,CM0007,Indoor
2637,CM0142,Outdoor
2636,CM0255,Indoor
2635,CM0026,Indoor
2634,CM0083,Indoor
2633,CM0362,Indoor
2632,CM0134,Indoor
2631,CM0017,Outdoor
2630,CM0361,Outdoor
2629,CM0634,Indoor
2628,CM0115,Indoor
2627,CM0360,Outdoor
2626,CM0879,Indoor
2625,CM0357,Indoor
2624,CM0515,Outdoor
2623,CM0198,Indoor
2622,CM0939,Outdoor
2621,CM0943,Outdoor
2620,CM0507,Indoor
2619,CM0424,Indoor
2618,CM0914,Outdoor
2617,CM0256,Indoor
2616,CM0550,Outdoor
2615,CM0311,Indoor
2614,CM0228,Indoor
2613,CM0455,Outdoor
2612,CM0234,Indoor
2611,CM0399,Indoor
2610,CM0539,Indoor
2609,CM0296,Indoor
2608,CM0127,Indoor
2607,CM0368,Outdoor
2606,CM1436,Outdoor
2605,CM0345,Indoor
2604,CM0194,Indoor
2603,CM0396,Indoor
2602,GM0798,Outdoor
2601,CM0220,Indoor
2600,CM0438,Indoor
2599,CM1052,Outdoor
2598,CM0501,Outdoor
2597,CM0638,Indoor
2596,CM0800,Outdoor
2595,GM0150,Indoor
2594,CM0260,Indoor
2593,CM0275,Indoor
2592,CM0124,Indoor
2591,CM0227,Outdoor
2590,CM0050,Indoor
2589,CM0346,Indoor
2588,CM0503,Outdoor
2587,CM0370,Outdoor
2586,CM0051,Indoor
2585,GM0066,Outdoor
2584,CM0366,Outdoor
2583,CM0367,Outdoor
2582,CM0239,Outdoor
2581,GM0170,Outdoor
2580,GM0169,Outdoor
2579,CM0502,Outdoor
2578,GM0114,Outdoor
2577,GM0116,Indoor
2576,GM0118,Outdoor
2575,GM0167,Outdoor
2574,GM0014,Outdoor
2573,GM0655,Outdoor
2572,CM0003,Indoor
2571,GM0027,Indoor
2570,GM0168,Indoor
2569,GM0005,Indoor
2568,GM0119,Outdoor
2567,GM0469,Outdoor
2566,GM0113,Outdoor
2565,GM0092,Indoor
2564,GM0206,Outdoor
2563,GM0300,Outdoor
2562,GM0191,Outdoor
2561,GM0683,Outdoor
2560,GM0034,Outdoor
2559,GM0236,Indoor
2558,GM0126,Indoor
2557,GM0009,Outdoor
2556,GM0251,Outdoor
2555,GM0112,Indoor
2554,GM0319,Outdoor
2553,GM0015,Indoor
2552,GM0235,Outdoor
2551,GM0022,Indoor
2550,GM0115,Indoor
2549,GM0154,Indoor
2548,GM0159,Outdoor
2547,GM0145,Outdoor
2546,GM0151,Outdoor
2545,GM0303,Outdoor
2544,GM0190,Outdoor
2543,GM0152,Indoor
2542,GM0240,Outdoor
2541,GM0252,Outdoor
2540,GM0153,Indoor
2539,GM0741,Outdoor
2538,GM0419,Outdoor
2537,GM0127,Outdoor
2536,GM0309,Outdoor
2535,GM0042,Indoor
2534,GM0305,Outdoor
2533,GM0052,Outdoor
2532,GM0020,Outdoor
2531,GM0093,Indoor
2530,GM0257,Outdoor
2529,GM0017,Outdoor
2528,GM0098,Indoor
2527,GM0103,Outdoor
2526,GM0687,Outdoor
2525,GM0513,Outdoor
2524,GM0029,Outdoor
2523,GM0209,Outdoor
2522,GM0095,Indoor
2521,GM0129,Outdoor
2520,GM0233,Indoor
2519,GM0229,Outdoor
2518,GM0234,Outdoor
2517,GM0079,Outdoor
2516,GM0120,Indoor
2515,GM0059,Outdoor
2514,GM0058,Indoor
2513,GM0013,Indoor
2512,GM0259,Outdoor
2511,GM0232,Outdoor
2510,GM0130,Outdoor
2509,GM0011,Outdoor
2508,GM0195,Outdoor
2507,GM0054,Outdoor
2506,GM0088,Outdoor
2505,GM0072,Outdoor
2504,GM0108,Outdoor
2503,GM0308,Outdoor
2502,GM0458,Outdoor
2501,GM0007,Indoor
2500,GM0327,Outdoor
2499,GM0047,Indoor
2498,GM0260,Outdoor
2497,GM0019,Indoor
2496,GM0132,Outdoor
2495,GM0210,Outdoor
2494,GM0089,Outdoor
2493,GM0003,Outdoor
2492,GM0196,Indoor
2491,GM0166,Indoor
2490,GM0023,Indoor
2489,GM0273,Outdoor
2488,GM0121,Outdoor
2487,GM0147,Indoor
2486,GM0107,Outdoor
2485,GM0514,Outdoor
2484,GM0097,Outdoor
2483,GM0099,Indoor
2482,GM0041,Outdoor
2481,GM0197,Indoor
2480,GM0460,Outdoor
2479,GM0269,Outdoor
2478,GM0131,Outdoor
2477,GM0171,Outdoor
2476,GM0416,Outdoor
2475,GM0039,Indoor
2474,GM0043,Indoor
2473,GM0085,Indoor
2472,GM0140,Indoor
2471,GM0689,Outdoor
2470,GM0048,Indoor
2469,GM0633,Outdoor
2468,GM0184,Indoor
2467,GM0057,Outdoor
2466,GM0062,Outdoor
2465,GM0065,Outdoor
2464,GM0201,Outdoor
2463,GM0274,Indoor
2462,GM0090,Outdoor
2461,GM0198,Indoor
2460,GM0010,Indoor
2459,GM0373,Outdoor
2458,GM0035,Indoor
2457,GM0117,Indoor
2456,GM0056,Indoor
2455,GM0031,Indoor
2454,GM0172,Indoor
2453,GM0433,Outdoor
2452,GM0263,Outdoor
2451,GM0193,Indoor
2450,GM0268,Outdoor
2449,GM0143,Indoor
2448,GM0053,Outdoor
2447,GM0586,Outdoor
2446,GM0185,Indoor
2445,GM0075,Indoor
2444,GM0265,Indoor
2443,GM0037,Indoor
2442,GM0277,Outdoor
2441,GM0275,Indoor
2440,GM0165,Outdoor
2439,GM0266,Outdoor
2438,GM0283,Outdoor
2437,GM0137,Indoor
2436,GM0006,Outdoor
2435,GM0284,Outdoor
2434,GM0064,Outdoor
2433,GM0264,Indoor
2432,GM0109,Outdoor
2431,GM0067,Indoor
2430,GM0080,Indoor
2429,GM0287,Outdoor
2428,GM0411,Outdoor
2427,GM0155,Indoor
2426,GM0474,Outdoor
2425,GM0180,Indoor
2424,GM0186,Indoor
2423,GM0100,Indoor
2422,GM0177,Outdoor
2421,GM0189,Outdoor
2420,GM0173,Indoor
2419,GM0024,N/A
2418,GM0030,Outdoor
2417,GM0412,Outdoor
2416,GM0181,Indoor
2415,GM0271,Outdoor
2414,GM0203,Indoor
2413,GM0082,Indoor
2412,GM0270,Outdoor
2411,GM0106,Indoor
2410,GM0278,Outdoor
2409,GM0187,Outdoor
2408,GM0426,Outdoor
2407,PO0065,N/A
2406,MT0025,Outdoor
2405,PO0076,Outdoor
2404,MT0002,Indoor
2403,MT0026,Outdoor
2402,MT0042,Outdoor
2401,MT0018,Outdoor
2400,PO0028,Outdoor
2399,MT0048,Outdoor
2398,MT0032,Outdoor
2397,MT0012,Outdoor
2396,PO0004,Indoor
2395,PO0126,Outdoor
2394,MT0019,Outdoor
2393,PO0027,Outdoor
2392,MT0003,Outdoor
2391,AN0065,Outdoor
2390,PO0052,Outdoor
2389,PO0090,Outdoor
2388,MT0006,Outdoor
2387,PO0026,Outdoor
2386,AN0024,Outdoor
2385,MT0009,Outdoor
2384,PO0087,Outdoor
2383,PO0046,Outdoor
2382,PO0047,Outdoor
2381,MT0014,Indoor
2380,PO0001,Indoor
2379,PO0024,Indoor
2378,AN0077,Outdoor
2377,PO0006,Outdoor
2376,PO0025,Outdoor
2375,PO0031,Indoor
2374,AN0101,Outdoor
2373,AN0009,Indoor
2372,AN0006,Indoor
2371,PO0010,Indoor
2370,AN0043,Outdoor
2369,AN0155,Outdoor
2368,PO0030,Indoor
2367,AN0067,Outdoor
2366,PO0115,Outdoor
2365,AN0042,Outdoor
2364,PO0039,Outdoor
2363,PO0036,Outdoor
2362,AN0044,Indoor
2361,AN0010,Outdoor
2360,AN0018,Outdoor
2359,PO0008,Indoor
2358,AN0011,Outdoor
2357,AN0053,Outdoor
2356,PO0040,Outdoor
2355,AN0113,Outdoor
2354,AN0055,Outdoor
2353,PO0034,Outdoor
2352,AN0054,Outdoor
2351,AN0037,Indoor
2350,AN0056,Outdoor
2349,AN0033,Outdoor
2348,AN0031,Outdoor
2347,PO0018,Outdoor
2346,AN0153,Outdoor
2345,AN0045,Outdoor
2344,AN0069,Outdoor
2343,AN0173,Outdoor
2342,AN0023,Outdoor
2341,AN0104,Outdoor
2340,AN0152,Outdoor
2339,AN0036,Outdoor
2338,AN0062,Indoor
2337,AN0229,Outdoor
2336,AN0020,Outdoor
2335,AN0095,Outdoor
2334,AN0111,Outdoor
2333,AN0160,Outdoor
2332,AN0026,Indoor
2331,AN0151,Outdoor
2330,AN0038,Indoor
2329,AN0164,Outdoor
2328,AN0064,Outdoor
2327,AN0085,Outdoor
2326,AN0196,Outdoor
2325,AN0071,Outdoor
2324,AN0014,N/A
2323,AN0102,Outdoor
2322,AN0039,Indoor
2321,AN0084,Outdoor
2320,AN0059,Outdoor
2319,AN0086,Outdoor
2318,AN0040,Outdoor
2317,AN0048,Outdoor
2316,AN0052,Outdoor
2315,AN0025,Indoor
2314,AN0049,Outdoor
2313,AN0106,Outdoor
2312,MA0031,Outdoor
2311,AN0041,Outdoor
2310,AN0032,Outdoor
2309,VA0006,Outdoor
2308,AN0029,Outdoor
2307,AN0168,Outdoor
2306,VA0088,Outdoor
2305,VA0021,Outdoor
2304,MA0042,Outdoor
2303,AN0088,Outdoor
2302,AN0150,Outdoor
2301,VA0072,Indoor
2300,AN0090,Outdoor
2299,VA0017,Outdoor
2298,VA0042,Outdoor
2297,VA0023,Outdoor
2296,VA0012,Outdoor
2295,VA0057,Outdoor
2294,VA0027,Outdoor
2293,VA0040,Outdoor
2292,MA0018,Outdoor
2291,VA0018,Outdoor
2290,VA0020,Outdoor
2289,VA0063,Outdoor
2288,VA0005,Outdoor
2287,VA0015,Outdoor
2286,AN0057,Outdoor
2285,VA0016,N/A
2284,MA0003,N/A
2283,VA0019,Outdoor
2282,VA0011,Outdoor
2281,MA0035,Outdoor
2280,VA0111,Outdoor
2279,MA0016,Outdoor
2278,MA0036,Outdoor
2277,VA0050,Outdoor
2276,VA0046,Outdoor
2275,VA0058,Outdoor
2274,VA0069,Outdoor
2273,MA0025,Outdoor
2272,MA0024,Outdoor
2271,MA0032,Outdoor
2270,VA0028,Indoor
2269,AN0115,Indoor
2268,VA0048,Outdoor
2267,MA0043,Outdoor
2266,MA0009,Lamp Pole
2265,VA0045,Outdoor
2264,MA0004,Indoor
2263,MA0053,Outdoor
2262,MU0030,Outdoor
2261,MA0055,Outdoor
2260,MU0046,Outdoor
2259,VA0022,Outdoor
2258,MA0044,Outdoor
2257,VA0060,Outdoor
2256,VA0047,Outdoor
2255,MA0029,Outdoor
2254,MU0042,Outdoor
2253,VA0024,Indoor
2252,MA0023,Outdoor
2251,VA0035,Outdoor
2250,MA0038,Outdoor
2249,MU0016,Outdoor
2248,MU0053,Outdoor
2247,MU0081,Outdoor
2246,MU0013,Outdoor
2245,MU0034,Outdoor
2244,MU0022,Outdoor
2243,MU0037,Outdoor
2242,MU0014,Outdoor
2241,MU0009,Outdoor
2240,KI0020,Outdoor
2239,MU0045,Outdoor
2238,MU0041,Indoor
2237,KI0066,Outdoor
2236,KI0049,Outdoor
2235,MU0044,N/A
2234,KI0056,Outdoor
2233,KI0035,Indoor
2232,MU0033,Outdoor
2231,KI0025,Outdoor
2230,KI0063,Outdoor
2229,KI0053,Outdoor
2228,KI0044,Outdoor
2227,KI0027,Outdoor
2226,KI0034,Outdoor
2225,KI0093,Outdoor
2224,MU0038,Indoor
2223,KI0022,Outdoor
2222,KI0023,Outdoor
2221,JA0162,Outdoor
2220,JA0087,Outdoor
2219,KI0001,Outdoor
2218,JA0021,Outdoor
2217,JA0093,Outdoor
2216,JA0077,Outdoor
2215,JA0095,Outdoor
2214,JA0139,Outdoor
2213,JA0184,Outdoor
2212,JA0092,Outdoor
2211,JA0136,Outdoor
2210,JA0091,Outdoor
2209,JA0147,Outdoor
2208,JA0022,Outdoor
2207,JA0002,Outdoor
2206,JA0158,Outdoor
2205,JA0034,Outdoor
2204,JA0057,Outdoor
2203,JA0096,Outdoor
2202,JA0039,Outdoor
2201,JA0029,Indoor
2200,JA0040,Outdoor
2199,JA0052,Outdoor
2198,JA0051,Indoor
2197,JA0060,Outdoor
2196,JA0097,Outdoor
2195,JA0131,Outdoor
2194,JA0067,Outdoor
2193,JA0055,Outdoor
2192,JA0066,Indoor
2191,JA0056,Outdoor
2190,JA0086,Outdoor
2189,JA0157,Outdoor
2188,JA0004,Outdoor
2187,JA0059,Indoor
2186,JA0126,Outdoor
2185,JA0014,Outdoor
2184,JA0172,Outdoor
2183,JA0041,Outdoor
2182,JA0058,Outdoor
2181,JA0026,Outdoor
2180,JA0019,Outdoor
2179,JA0068,Outdoor
2178,JA0155,Outdoor
2177,JA0045,Outdoor
2176,JA0011,Indoor
2175,JA0042,Indoor
2174,JA0090,Outdoor
2173,JA0010,Indoor
2172,JA0140,Outdoor
2171,JA0094,Outdoor
2170,JA0031,Outdoor
2169,JA0148,Outdoor
2168,JA0036,Outdoor
2167,JA0028,Outdoor
2166,JA0017,Outdoor
2165,JA0046,Outdoor
2164,JA0132,Outdoor
2163,JA0024,N/A
2162,JA0073,Outdoor
2161,JA0089,Outdoor
2160,JA0099,Outdoor
2159,JA0072,Outdoor
2158,JA0081,Outdoor
2157,JA0050,Outdoor
2156,JA0082,Outdoor
2155,JA0016,Indoor
2154,JA0008,Indoor
2153,JA0048,Outdoor
2152,JA0106,Outdoor
2151,JA0130,Outdoor
2150,JA0129,Outdoor
2149,TR0162,Outdoor
2148,AM0097,Outdoor
2147,RA0275,N/A
2146,RA0173,Outdoor
2145,RA5023,Lamp Pole
2144,RA5025,Lamp Pole
2143,BD5031,Lamp Pole
2142,RA5014,Lamp Pole
2141,RA0113,Outdoor
2140,TR5011,Lamp Pole
2139,BA0096,Outdoor
2138,BD0161,Outdoor
2137,MO0155,Outdoor
2136,BA0139,Outdoor
2135,AM0146,Outdoor
2134,BD0234,Outdoor
2133,BD0138,Outdoor
2132,RA0273,Indoor
2131,MO0169,Outdoor
2130,BD5006,Lamp Pole
2129,BD0121,Outdoor
2128,BD5003,Lamp Pole
2127,TR5001,Lamp Pole
2126,MO5028,Lamp Pole
2125,RA5032,Lamp Pole
2124,AM0199,Outdoor
2123,MO0166,Outdoor
2122,TR5025,Lamp Pole
2121,MO0091,Outdoor
2120,MO5002,Lamp Pole
2119,MO0120,Outdoor
2118,MO0137,Outdoor
2117,BD0072,Outdoor
2116,AM0198,Outdoor
2115,TR5020,Lamp Pole
2114,TR0159,Outdoor
2113,AM0200,Outdoor
2112,BA0120,Outdoor
2111,AM0142,Outdoor
2110,MO0125,Outdoor
2109,AM0196,Outdoor
2108,RA0269,Outdoor
2107,AM0128,Outdoor
2106,AM0096,Outdoor
2105,RA0145,Outdoor
2104,MO0168,N/A
2103,AM0089,Outdoor
2102,BA0100,Outdoor
2101,MO0119,Outdoor
2100,RA0210,Outdoor
2099,AM0136,Outdoor
2098,TR5008,Lamp Pole
2097,TR0160,Outdoor
2096,AM0120,Outdoor
2095,MO0051,Outdoor
2094,BD0067,Outdoor
2093,BA0083,Outdoor
2092,AM5011,Lamp Pole
2091,TR5005,Lamp Pole
2090,TR5013,Lamp Pole
2089,MO0117,Outdoor
2088,BD5004,Lamp Pole
2087,BD5002,Lamp Pole
2086,TR0155,Outdoor
2085,BA0041,Outdoor
2084,MO5003,Lamp Pole
2083,MO0090,N/A
2082,MO0089,N/A
2081,BD0127,Outdoor
2080,BD0094,Outdoor
2079,TR5000,Lamp Pole
2078,AM0127,Outdoor
2077,AM0147,Outdoor
2076,AM0195,Indoor
2074,AM0155,Outdoor
2073,MO0096,Outdoor
2072,AM0112,Outdoor
2071,AM0148,Outdoor
2070,TR0123,Outdoor
2069,AM0171,Outdoor
2068,AM0139,Outdoor
2067,MO5005,Lamp Pole
2066,BD5005,Lamp Pole
2065,MO0080,Outdoor
2064,AM0053,Indoor
2063,MO0148,Outdoor
2062,MO0097,Outdoor
2061,MO0102,Outdoor
2060,MO0142,Outdoor
2059,RA0002,Outdoor
2058,MO0001,Indoor
2057,BD0007,Outdoor
2056,AM0005,Outdoor
2055,BD0008,Indoor
2054,AM0004,Indoor
2053,AM0133,Indoor
2052,BA0001,Outdoor
2051,BA0045,Outdoor
2050,BA0002,Outdoor
2049,TR0044,Outdoor
2048,TR0003,N/A
2047,TR0117,Outdoor
2046,TR0002,Indoor
2045,TR0063,Outdoor
2044,TR0084,Indoor
2043,TR0008,Indoor
2042,RA0129,Outdoor
2041,MO0130,Outdoor
2040,RA0182,Outdoor
2039,MO0111,Outdoor
2038,MO0054,Outdoor
2037,RA0024,Outdoor
2036,RA0044,Outdoor
2035,RA0200,Outdoor
2034,RA0164,Outdoor
2033,RA0147,Outdoor
2032,RA0118,Outdoor
2031,RA0035,Outdoor
2030,RA0098,Outdoor
2029,MO0064,Outdoor
2028,RA0189,Outdoor
2027,RA0023,Outdoor
2026,RA0130,Outdoor
2025,RA0199,Outdoor
2024,RA0132,Outdoor
2023,RA0109,Outdoor
2022,RA0201,Outdoor
2021,RA0094,Outdoor
2020,RA0097,Outdoor
2019,RA0161,Outdoor
2018,MO0058,Outdoor
2017,RA0013,Indoor
2016,BD0071,Outdoor
2015,RA0053,Indoor
2014,RA0159,Outdoor
2013,RA0093,Outdoor
2012,RA0196,Outdoor
2011,RA0156,Outdoor
2010,RA0204,Outdoor
2009,MO0132,Outdoor
2008,MO0154,Outdoor
2007,RA0079,Outdoor
2006,RA0080,Outdoor
2005,BD0132,Outdoor
2004,MO0151,Outdoor
2003,BD0109,Outdoor
2002,BD0030,Outdoor
2001,MO0139,Outdoor
2000,BD0119,Outdoor
1999,AM0075,Outdoor
1998,BD0106,Outdoor
1997,BD0063,Outdoor
1996,AM0179,Outdoor
1995,BD0014,Indoor
1994,BA0053,Outdoor
1993,BA0027,Indoor
1992,BA0055,Outdoor
1991,BA0104,Outdoor
1990,TR0061,Outdoor
1989,TR0116,Outdoor
1988,TR0099,Outdoor
1987,TR0090,Outdoor
1986,TR0087,Outdoor
1985,TR0082,Outdoor
1984,TR0039,Outdoor
1983,TR0072,Outdoor
1982,MO0095,Outdoor
1981,RA0203,Outdoor
1980,MO0027,Indoor
1979,RA0111,Outdoor
1978,MO0056,Outdoor
1977,RA0157,Outdoor
1976,AM0081,N/A
1975,MO0042,Indoor
1974,MO0043,Outdoor
1973,AM0054,Outdoor
1972,AM0031,Indoor
1971,AM0100,Outdoor
1970,AM0156,Outdoor
1969,RA0075,Outdoor
1968,RA0185,Outdoor
1967,MO0045,Outdoor
1966,RA0140,Outdoor
1965,RA0195,Outdoor
1964,MO0014,Outdoor
1963,RA0063,Outdoor
1962,RA0202,Outdoor
1961,MO0019,Outdoor
1960,RA0125,Outdoor
1959,MO0052,Outdoor
1958,AM0080,Outdoor
1957,MO0081,Outdoor
1956,AM0045,Outdoor
1955,AM0056,Outdoor
1954,BA0048,Outdoor
1953,AM0033,Outdoor
1952,BA0067,Outdoor
1951,BA0015,Indoor
1950,BA0077,Outdoor
1949,BA0036,Outdoor
1948,BA0038,Outdoor
1947,TR0036,Outdoor
1946,TR0095,Outdoor
1945,TR0097,Outdoor
1944,TR0053,Outdoor
1943,TR0042,Outdoor
1942,TR0068,Outdoor
1941,AM0029,Outdoor
1940,RA0105,Outdoor
1939,MO0127,Outdoor
1938,RA0207,Outdoor
1937,MO0062,Outdoor
1936,RA0070,Outdoor
1935,RA0034,Outdoor
1934,RA0057,Outdoor
1933,RA0014,Outdoor
1932,RA0032,Outdoor
1931,RA0144,Outdoor
1930,RA0031,Indoor
1929,MO0067,Outdoor
1928,RA0081,Outdoor
1927,BD0031,Outdoor
1926,BD0035,Indoor
1925,RA0208,Outdoor
1924,RA0026,Indoor
1923,BD0069,Outdoor
1922,RA0218,Outdoor
1921,MO0105,Outdoor
1920,RA0206,Outdoor
1919,BD0083,Outdoor
1918,BD0017,Outdoor
1917,BD0041,Outdoor
1916,BD0110,Outdoor
1915,BD0074,Outdoor
1914,MO0024,Outdoor
1913,BD0058,Outdoor
1912,TR0074,Outdoor
1911,TR0005,Outdoor
1910,AM0190,Outdoor
1909,AM0177,Outdoor
1908,BA0134,Outdoor
1907,BA0133,Outdoor
1906,BA0126,Outdoor
1905,TR0144,Outdoor
1904,RA0119,Outdoor
1903,RA0102,Outdoor
1902,RA0043,Indoor
1901,RA0177,Outdoor
1900,RA0052,Outdoor
1899,RA0108,Indoor
1898,RA0209,Outdoor
1897,RA0171,Outdoor
1896,BD0108,N/A
1895,RA0067,Outdoor
1894,RA0178,Outdoor
1893,BD0141,Outdoor
1892,BD0101,Outdoor
1891,BD0055,Indoor
1890,RA0217,Outdoor
1889,RA0046,Outdoor
1888,MO0068,Outdoor
1887,MO0066,Outdoor
1886,BD0120,Outdoor
1885,BD0064,Outdoor
1884,AM0073,Outdoor
1883,AM0189,N/A
1882,AM0057,Outdoor
1881,AM0119,Outdoor
1880,AM0162,N/A
1879,AM0159,Outdoor
1878,AM0172,Outdoor
1877,AM0194,Outdoor
1876,AM0118,Outdoor
1875,AM0158,Outdoor
1874,AM0168,Outdoor
1873,AM0188,Outdoor
1872,AM0104,Outdoor
1871,AM0043,Outdoor
1870,BA0137,Outdoor
1869,BA0114,Outdoor
1868,BA0063,Outdoor
1867,AM0191,Outdoor
1866,BA0050,Outdoor
1865,BA0049,Outdoor
1864,BA0123,Outdoor
1863,BA0116,Outdoor
1862,BA0051,Indoor
1861,BA0132,Outdoor
1860,BA0131,Outdoor
1859,BA0074,Outdoor
1858,BA0018,Indoor
1857,BA0130,Outdoor
1856,BA0129,Outdoor
1855,BA0088,Outdoor
1854,BA0138,Outdoor
1853,BA0136,Outdoor
1852,TR0150,Outdoor
1851,TR0125,Outdoor
1850,TR0146,Outdoor
1849,TR0151,Outdoor
1848,TR0148,Outdoor
1847,TR0083,Outdoor
1846,TR0149,Outdoor
1845,TR0094,Outdoor
1844,TR0145,Outdoor
1843,TR0110,Outdoor
1842,TR0147,Outdoor
1841,TR0138,Outdoor
1840,MO5001,Lamp Pole
1839,AM5000,Lamp Pole
1838,BD5001,Lamp Pole
1837,AM5001,Lamp Pole
1836,RA0137,Indoor
1835,RA0003,Indoor
1834,RA0019,Indoor
1833,RA0136,Outdoor
1832,RA0008,Indoor
1831,RA0007,Indoor
1830,BD0097,Indoor
1829,MO0002,Outdoor
1828,AM0038,Outdoor
1827,MO0087,Outdoor
1826,RA0135,Indoor
1825,BD0115,N/A
1824,AM0115,Outdoor
1823,AM0035,Indoor
1822,BD0114,Outdoor
1821,AM0098,Outdoor
1820,AM0107,Outdoor
1819,BD0113,Outdoor
1818,AM0116,Indoor
1817,BA0020,Outdoor
1816,BA0003,Outdoor
1815,TR0025,Outdoor
1814,TR0066,Indoor
1813,RA0027,Indoor
1812,RA0037,Indoor
1811,RA0030,Indoor
1810,RA0033,Indoor
1809,RA0029,Outdoor
1808,BD0040,Indoor
1807,BD0016,Indoor
1806,BD0032,Indoor
1805,BD0003,Indoor
1804,RA0010,Indoor
1803,BD0019,Indoor
1802,BD0062,Indoor
1801,BD0024,Indoor
1800,BD0002,Indoor
1799,BD0123,Outdoor
1798,AM0021,Indoor
1797,AM0052,Indoor
1796,AM0030,Outdoor
1795,AM0044,Indoor
1794,AM0010,Indoor
1793,AM0050,Indoor
1792,AM0023,Indoor
1791,BA0022,Indoor
1790,BA0025,Indoor
1789,BA0031,Indoor
1788,BA0026,Outdoor
1787,BA0086,Outdoor
1786,BA0029,Indoor
1785,BA0032,Indoor
1784,BA0043,Indoor
1783,BA0012,Indoor
1782,BA0007,Outdoor
1781,BA0042,Outdoor
1780,TR0040,Indoor
1779,TR0076,Outdoor
1778,TR0093,N/A
1777,TR0013,Indoor
1776,TR0001,Indoor
1775,TR0096,Outdoor
1774,TR0014,Indoor
1773,TR0018,Indoor
1772,BA0069,Indoor
1771,TR0098,Outdoor
1770,RA0022,Indoor
1769,RA0123,Outdoor
1768,RA0114,Outdoor
1767,RA0051,Indoor
1766,RA0122,Outdoor
1765,RA0174,Outdoor
1764,RA0214,Outdoor
1763,RA0115,Outdoor
1762,RA0179,Outdoor
1761,RA0062,Outdoor
1760,MO0112,Outdoor
1759,RA0061,Outdoor
1758,RA0192,Outdoor
1757,RA0045,Indoor
1756,MO0003,Indoor
1755,MO0028,Outdoor
1754,RA0039,Outdoor
1753,RA0018,Outdoor
1752,MO0034,Indoor
1751,RA0215,Outdoor
1750,MO0026,Outdoor
1749,RA0071,Outdoor
1748,MO0033,Indoor
1747,MO0007,Indoor
1746,RA0059,Outdoor
1745,RA0219,Outdoor
1744,RA0058,Outdoor
1743,RA0017,Outdoor
1742,RA0016,Indoor
1741,RA0176,Outdoor
1740,RA0011,Indoor
1739,MO0015,Outdoor
1738,RA0088,Outdoor
1737,RA0042,Outdoor
1736,RA0012,Indoor
1735,RA0175,Outdoor
1734,RA0128,Outdoor
1733,RA0025,Indoor
1732,MO0063,Outdoor
1731,RA0160,Outdoor
1730,RA0004,Indoor
1729,RA0066,Outdoor
1728,RA0015,Indoor
1727,RA0006,Indoor
1726,MO0017,Outdoor
1725,RA0072,Indoor
1724,RA0020,Outdoor
1723,RA0001,Indoor
1722,RA0050,Indoor
1721,RA0154,Outdoor
1720,RA0110,Outdoor
1719,MO0022,Outdoor
1718,RA0172,Outdoor
1717,RA0069,Outdoor
1716,RA0064,Indoor
1715,MO0048,Outdoor
1714,RA0112,Outdoor
1713,MO0031,Outdoor
1712,RA0167,Outdoor
1711,RA0055,Indoor
1710,RA0060,Outdoor
1709,RA0009,Indoor
1708,RA0074,Outdoor
1707,RA0121,Outdoor
1706,RA0170,Outdoor
1705,RA0065,Indoor
1704,MO0008,Outdoor
1703,BD0028,Outdoor
1702,MO0004,Indoor
1701,AM0026,Indoor
1700,MO0018,Outdoor
1699,BD0026,Indoor
1698,RA0048,Indoor
1697,RA0054,Indoor
1696,RA0084,Outdoor
1695,MO0147,Outdoor
1694,BD0006,Indoor
1693,MO0025,Outdoor
1692,MO0038,Outdoor
1691,BD0027,Outdoor
1690,RA0120,Outdoor
1689,MO0037,Indoor
1688,BD0099,Outdoor
1687,RA0036,Indoor
1686,BD0038,Indoor
1685,BD0060,Outdoor
1684,BD0043,Indoor
1683,BD0057,Outdoor
1682,MO0005,Indoor
1681,BD0018,Outdoor
1680,AM0019,Indoor
1679,BD0068,Outdoor
1678,BD0042,Indoor
1677,AM0138,Outdoor
1676,MO0012,Outdoor
1675,RA0047,Indoor
1674,MO0084,Outdoor
1673,BD0025,Indoor
1672,MO0023,Outdoor
1671,BD0011,Indoor
1670,BD0005,Outdoor
1669,MO0071,Outdoor
1668,BD0045,Outdoor
1667,MO0006,Outdoor
1666,BD0029,Indoor
1665,MO0035,Outdoor
1664,BD0015,Outdoor
1663,BD0010,Indoor
1662,BD0023,Outdoor
1661,MO0069,Outdoor
1660,BD0056,Indoor
1659,BD0096,Outdoor
1658,BD0001,Indoor
1657,BD0061,Outdoor
1656,MO0021,Outdoor
1655,AM0028,Outdoor
1654,BD0053,Outdoor
1653,BD0086,Outdoor
1652,BD0059,Outdoor
1651,BD0044,Indoor
1650,MO0011,Outdoor
1649,BD0013,Outdoor
1648,MO0039,Outdoor
1647,BD0084,Outdoor
1646,BD0052,Outdoor
1645,MO0072,Outdoor
1644,MO0041,Outdoor
1643,AM0088,Indoor
1642,MO0020,Outdoor
1641,AM0016,Indoor
1640,AM0024,Indoor
1639,BD0021,Outdoor
1638,MO0009,Indoor
1637,BD0047,Indoor
1636,MO0029,Outdoor
1635,MO0036,Outdoor
1634,AM0071,Outdoor
1633,AM0111,Outdoor
1632,AM0134,Outdoor
